epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.590062141418457,0.8410763144493103,0.0005,0.3928571343421936,1.7838497161865234
1,0.5465838313102722,0.8966472744941711,0.0005,0.3928571343421936,1.3531631231307983
2,0.5155279636383057,1.0339550971984863,0.0005,0.4285714328289032,1.1050331592559814
3,0.42236024141311646,1.1119626760482788,0.0005,0.3928571343421936,1.0223969221115112
4,0.5527950525283813,0.8009727001190186,0.0005,0.3214285671710968,0.973025918006897
5,0.4968944191932678,0.8989711999893188,0.0005,0.3571428656578064,0.966076672077179
6,0.4906832277774811,0.894061803817749,0.0005,0.3571428656578064,0.9526681900024414
7,0.5403726696968079,0.8761410713195801,0.0005,0.3214285671710968,0.9271855354309082
8,0.48447203636169434,0.9658137559890747,0.0005,0.3214285671710968,0.931534469127655
9,0.5279502868652344,0.7936295866966248,0.0005,0.3571428656578064,0.9555397033691406
10,0.5093167424201965,0.8198793530464172,0.0005,0.3571428656578064,0.9620221853256226
11,0.52173912525177,0.8597763776779175,0.0005,0.3214285671710968,0.9892963171005249
12,0.5279502868652344,0.8872386813163757,0.0005,0.3214285671710968,1.010279893875122
13,0.5838509202003479,0.8201621770858765,0.0005,0.3214285671710968,1.023357629776001
14,0.5031055808067322,0.8507104516029358,0.0005,0.3214285671710968,1.0393296480178833
15,0.5527950525283813,0.832751989364624,0.0005,0.3214285671710968,1.1052345037460327
16,0.52173912525177,0.8607162833213806,0.0005,0.2857142984867096,1.1203510761260986
17,0.6149068474769592,0.7410397529602051,0.0005,0.3214285671710968,1.0819873809814453
18,0.5093167424201965,0.8421012163162231,0.00025,0.3214285671710968,1.083862543106079
19,0.5590062141418457,0.7692500948905945,0.00025,0.3571428656578064,1.0820611715316772
20,0.5341615080833435,0.7957056760787964,0.00025,0.3928571343421936,1.0983116626739502
21,0.52173912525177,0.8515031933784485,0.00025,0.3928571343421936,1.1109282970428467
22,0.5465838313102722,0.797404408454895,0.00025,0.3928571343421936,1.1199284791946411
23,0.5093167424201965,0.808398425579071,0.00025,0.3928571343421936,1.1352955102920532
24,0.4906832277774811,0.8142192363739014,0.00025,0.3928571343421936,1.1521227359771729
25,0.5155279636383057,0.868823230266571,0.00025,0.3571428656578064,1.1759965419769287
26,0.6149068474769592,0.7105335593223572,0.00025,0.3928571343421936,1.1932189464569092
27,0.5652173757553101,0.8524579405784607,0.00025,0.3928571343421936,1.2031160593032837
